LOC.,TAG,OPERATOR COMPLAIN,PROBLEM,ACTION TAKEN,DATE
,58-FT-006,,Check,"Configuration check was done found the process denisty is 9.230 Kg/m3 , Change it to 9.205 Kg/m3 as data sheet then loop test was done found ok.",3/2/2015
,51-FT-005,,Check,Replace the defective power and electronic modules by old ones then zero check found ok.,3/2/2015
,51-MEI-014,,Install joint,"Waiting electrical dept. assistance, Follow up tomorrow.",3/2/2015
,Unit (05),,PMR,Visual unit survey was done.,4/2/2015
,Unit (12),,PMR,Visual unit survey was done.,4/2/2015
,Unit (16),,PMR,Visual unit survey was done.,4/2/2015
,Unit (39),,PMR,Visual unit survey was done.,4/2/2015
,Unit (14),,PMR,Visual unit survey was done.,4/2/2015
,Unit (15),,PMR,Visual unit survey was done.,4/2/2015
,Unit (45),,PMR,Visual unit survey was done.,4/2/2015
,04-TE-515,,Check,Complete element and loop check for TE-515 were done found ok and matched with TE-514.,4/2/2015
,14-TE-050,,Check,Check element reading found matched with temp gauge then loop check found ok.,4/2/2015
,14-TE-004,,Check,"Check element reading found ok then loop check found diferance about 8° C from the DCS reading, Inform EPROM Eng. To change the Mux channel.",4/2/2015
,04-K-02C,,Check,"Complete loop[ check found no power on XYV-827, Replace the defective fuse twice then function check found ok.",4/2/2015
,13-FT-073,,Connect power,"Connect power and refill tubes, Zero check were done found ok. Note :Tx is still isolated.",4/2/2015
,13-FT-079,,Connect power,"Connect power and refill tubes, Zero check were done found ok. Note :Tx is still isolated.",4/2/2015
,13-FT-082,,Connect power,"Connect power and refill tubes, Zero check were done found ok. Note :Tx is still isolated.",4/2/2015
,13-FT-085,,Connect power,"Connect power and refill tubes, Zero check were done found ok. Note :Tx is still isolated.",4/2/2015
,13-LT-050,,Install Inst.,"Connect power and refill tubes, Zero check were done found ok. Note :Tx is still isolated.",4/2/2015
,51-MBI-003,,Extend cable,"Extend cable from JBI-003 to the bridge, Waiting civil dept. to clear blockage from the underground ducts.",4/2/2015
,51-PI-029A,,Install,Install used gauge instead of the defective one.,4/2/2015
,51-LT-019,,PMR,"PMR was carried out.
Note: we couldn't calibrate it as the tank was run down.",5/2/2015
,Unit 51,,PMR,Survey was done.,5/2/2015
,Unit 58,,PMR,Survey was done.,5/2/2015
,51-MEI-014,,Install joint,Install the cable joint was done.,5/2/2015
,52-LA-003,,No problem,Function check for the ground connection and found ok.,5/2/2015
,13-FT-061,,Mass balance,"Mass balance was done and report sent by mail.
Note : needs cover o-ring.",5/2/2015
,13-FT-062,,Mass balance,"Mass balance was done and report sent by mail.
Note : needs cover o-ring.",5/2/2015
,13-FT-063,,Mass balance,"Mass balance was done and report sent by mail.
Note : needs cover o-ring.",5/2/2015
,13-FT-064,,Mass balance,"Mass balance was done and report sent by mail.
Note : needs cover o-ring.",5/2/2015
,13-FT-003,,Mass balance,"Mass balance was done and report sent by mail.
Note: *Zero & span calibration were done.
         *Needs cover O-ring and display, 
",5/2/2015
,13-FT-004,,Mass balance,"Mass balance was done and report sent by mail.
",6/2/2015
,13-FT-013,,Mass balance,"Mass balance was done and report sent by mail.
",6/2/2015
,13-FT-074,,No problem,"Zero & span check and mA check were done found ok.
Note: Install new cable gland & shroud, needs 2 cover O-ring and 2 vent plug (1/4"") for manifold.",6/2/2015
,13-FSL-075,,No problem,"Function check was done found ok.
Note: The main isloation valve was isolated as operation request.",6/2/2015
,13-FSL-076,,No problem,"Function check was done found ok.
Note: The main isloation valve was isolated as operation request.",6/2/2015
,13-TI-229,,Adjust,"Dismantle it and transfer to EMC W/S, adjust it then check using metal block found ok; Install it again.",6/2/2015
,13-TI-230,,Adjust,"Dismantle it and transfer to EMC W/S, adjust it then check using metal block found ok; Install it again.",6/2/2015
,13-BE-005,,Install,"Install the flame scanner as operation request .
Note : the cable tray is not fixed correctly.",7/2/2015
,13-BE-006,,Install,"Install the flame scanner as operation request .
Note : the cable tray is not fixed correctly.",7/2/2015
,04-MP-03A,,Didn't start,Force the start/Stop relay to start the pump then complete function check found ok.,7/2/2015
,04-H-03,,No fuel valve feedback,"Check found the indication lamps for pilots fuel gas(open/close) valves on local panel are all off, lamp test was done found also off, to be continue tomorrow with system eng.",7/2/2015
A2A,02-BSL-001A,,Pilot alarm,"Clean nozzles and adjust air/fuel ratio
Note: the steam trace was isolated.",8/2/2015
A2A,03-BSL-001A,,Pilot alarm,"Clean nozzles and adjust air/fuel ratio
Note: the steam trace was isolated.",8/2/2015
,13-XV-034,,Force,Force the valve to open as operation request.,8/2/2015
,13-XV-038,,Force,Force the valve to open as operation request.,8/2/2015
,13-LSH-038,,Install,"Install new nipple instead of broken one , couldn't open switch cover as the cover was stuck.",8/2/2015
,13-PT-046,,Reconnect tube,"Check found that the impulse tubes is not connected to seal pot , connect it and refill seal pot with water then zero compensation was done",8/2/2015
,13-TI-229,,No problem,"Dismantle them , transfer to EMC w/S then function check using metal block found ok.",8/2/2015
,13-TI-230,,No problem,"Dismantle them , transfer to EMC w/S then function check using metal block found ok.",8/2/2015
,13-Z-51,,Install TE's& T.W's,"Install all temp. elements with T.W and Temp.gauges T.W .(13-TE-120, 118,119,114,115,116,117) Then loop check was done with DCS found ok.
Note: cables need to be rearranged and cable trays need to be fixed.",8/2/2015
,45-LT-002,,No problem,Clean the diaphragm and clear blockage from drain then zero & span check were done found ok (reading befor as after 47%),8/2/2015
,52-LA-03,,Permessive alarm,###############################################################################################################################################################################################################################################################,8/2/2015
,56-YSH-501B,,Broken Sw,Waiting belt alignment to be done to install another switch which dismantled from the other S/D belt.,8/2/2015
,51-MEI-14,,Cable megger,Cable megger and continuity test was done found ok.,8/2/2015
,51-MEI-003,,Extend cable,"Extend a part from the cable, waiting civil to clear blockage from conduit to continue extending.",8/2/2015
,54-PCV-001B,,leakage ,"Check found leakage from the PCV connecting flange , tighten on flange bolts then check found no leakage ",9/2/2015
,52-LA-004,,Hammering ,"Check found no alarms , but there is a hammering in the line , excessive open /close for the solenoid , adjust the ball valve then check loading fund ok.",9/2/2015
,51-MBI-003,,Extend cable ,Waiting civil dept. to clear the blockage from the conduit.,9/2/2015
,UNIT 52,,Survey,Visual unit survey was done.,9/2/2015
,56-YSH-501B,,install,"Check found the micro switch is defective , replace it by the micro switch of 56-YSHH-509, install then put in service and adjust setting was done.
NOTE : the belt is shifted and there is an actual alarm.",9/2/2015
,53-LT-010,,PMR,PMR was carried out,9/2/2015
,53-LT-002,,PMR,PMR was carried out,9/2/2015
,13-TV-087,,PMR,"PMR was carried out, needs Positioner cover.",9/2/2015
,13-FV-025,,PMR,PMR was carried out,9/2/2015
,13-FV-026,,PMR,PMR was carried out,9/2/2015
,13-FV-017,,PMR,PMR was carried out,9/2/2015
,13-FV-011,,PMR,PMR was carried out,9/2/2015
,14-LSLL-005,,PMR,PMR was carried out,9/2/2015
,14-LSLL-006,,PMR,PMR was carried out,9/2/2015
,14-LSLL-035,,PMR,PMR was carried out,9/2/2015
,14-LSLL-036,,PMR,PMR was carried out,9/2/2015
,05-FT-025,,PMR,PMR was carried out,9/2/2015
,12-FT-062,,PMR,PMR was carried out,9/2/2015
,13-Z-051,,install,"install the following instruments :
13-LT-056 with a new support (reverse mode )
13-LT-057 with a new support (change from reverse mode to forward) 
13-FI-205,206
waiting to install 13-FI-207,208",9/2/2015
,13-PI-256,,install,install new gauge with used manifold.,9/2/2015
,13-PI-262,,install,install new gauge with used manifold.,9/2/2015
,13-PI-360,,check,"Dismantle it and transfer to EMC W/S and check found ok , replace defective glass by used then reinstall again .",9/2/2015
,13-TI-229,,No problem,"Dismantle them , transfer to EMC w/S then function check using metal block found ok.",9/2/2015
,13-TI-230,,No problem,"Dismantle them , transfer to EMC w/S then function check using metal block found ok.",9/2/2015
,45-P-003,,No power ,Check found no power on the actuator of the pump Raise the main power switch of the distribution panel then complete pump stroking was done found it ok.,9/2/2015
,51-MBI-003,,Extend cable ,"Cable extended. 
Waiting electrical dept to install cable joint.",10/2/2015
,UNIT 56,,Survey ,Visual unit survey was done .,10/2/2015
,13-LT-042,,PMR,PMR was carried out,10/2/2015
,13-LSHH-076,,PMR,"PMR was carried out
NOTE : the steam trace was isolated 
the tap points were blocked 
the thermal insulation not found on the isolation valves ",10/2/2015
,13-LSHH-068,,PMR,PMR was carried out,10/2/2015
,14-VSH-004B,,PMR,"PMR was carried out
NOTE  :  the fan could not start as there was electrical loop fault ",10/2/2015
,14-VSH-53A,,PMR,PMR was carried out,10/2/2015
,04-Z-052,,PMR,###############################################################################################################################################################################################################################################################,10/2/2015
,12-LT-001,,PMR,PMR was carried out,10/2/2015
,13-XV-034,,Remove force ,"remove force , put it in normal operation 
check limit switches output found ok.",10/2/2015
,13-XV-038,,Remove force ,"remove force , put it in normal operation 
check limit switches found ok.",10/2/2015
,13-TE-077,,install T/C,Remove the pyrometer and install T/C then function check found ok.,10/2/2015
,13-HZ-051,,survey ,###############################################################################################################################################################################################################################################################,10/2/2015
,13-HZ-051,,install,fix the override switch and function check found ok ,10/2/2015
,54-LSL-800,,Errect scaffolding,Stopped due to bad weather.,11/2/2015
,51-MEI-003,,Cable routing,Stopped due to bad weather.,11/2/2015
,51-FV-030,,Broken air tube,Repair the air supply tube and function check found ok.,11/2/2015
,55-LT-066,,Check,Check reading found ok and no problem found.,11/2/2015
,56-XV-501B,,Check,Stopped by operation.,11/2/2015
,54-LT-002,,Check,Reset power and check reading found ok.,11/2/2015
,04-TT-528,,Check,Tighten loose wires and loop check found ok.,11/2/2015
,04-FT-015B,,Check,"Reset power, Zero calibration and span check found ok and matching with FT-015A/C. Note : The isolation valve hand is missing.",11/2/2015
,13-LG-242,,Install plug,Install the drain plugs.,11/2/2015
,13-LG-243,,Install plug,Install the drain plugs.,11/2/2015
,13-LG-247,,Install plug,Install the drain plugs.,11/2/2015
,13-LG-248,,Install plug,Install the drain plugs.,11/2/2015
,13-HV-017,,Remove force,Remove force close by connecting the open air tube.,11/2/2015
,13-HV-018,,Remove force,Remove force close by connecting the open air tube.,11/2/2015
A2A,03-PT-045,,Check,Reset power and zero calibraton was done.,11/2/2015
A2A,02-LT-008,,Wrong reading,"Reset power, Drain, Flushing and zero check found ok.",11/2/2015
,04-FT-007,,Wrong reading,Zero/span check were done found ok.Waiting to errect scaffollding to reach the isolation valves,11/2/2015
,15-LT-015,,Hunting,Clear blockage  from high and low tap points then refill tubes by glycrine and zero check found ok.,11/2/2015
,13-LSHH-009,,Alarm,"Flushing, Clear float stuck and function check found ok. Note: operating temp is 70 c which is lower then design operting temp. 82.",11/2/2015
,13-HZ-51,,Survey,Stopped due to bad weather.,11/2/2015
,13-FT-012,,Wrong reading,"Check reading found (66 mmH2O), Reset then check reading found (370 mmH2O) and matched with FT-013, Zero check found ok.",11/2/2015
,13-FT-079,,Isolation valves were isolated,"Check reading found over range, Check found the main isolation valves were isolated, Put in service then check reading found (0 %) as there's no flow, Zero check found ok.",11/2/2015
,13-LSH-051,,Wrong status,"Check found no alarm while the level is over range, Flushing was done for both tap points then put the switch in service and function check found ok and actual alarm.",11/2/2015
,13-LT-050,,Wrong reading,"Check reading found (63 %), Full calibration was done then check reading found (102 %) as the level is over range, Flushing was done for both tap points.",11/2/2015
,04-PT-037,,I/O bad,"Dismantle the Tx and transfer to EMC W/S, Replace the defective cell by a new one and complete calibration were done. Reinstall the Tx back in service and check reading found ok",12/2/2015
A2A,02-PT-023C,,Hunting,"Dry water inside the Tx housing, factory reset and complete calibration were done, check reading found matching with 02-PT-023A,B",12/2/2015
,13-PT-044,,I/O bad,Replace the power cable by an old one and check reading found ok,12/2/2015
,13-FT-085,,Mass balance,"Full calibration and mass balance were done, Return back in service.",12/2/2015
,13-FT-091,,Mass balance,Full calibration was done but the reading was not stable as the hook-up is unlike the diagram,12/2/2015
,13-FT-017,,Mass balance,Full calibration was done and check reading found ok.,12/2/2015
,13-FT-073,,Mass balance,"Full calibration and mass balance were done, Refill impulse tubes with water and put back in service.",12/2/2015
,13-FT-021,,Wrong reading,Clear blockage from the manifold and tubes and check reading found ok,12/2/2015
,13-LT-032,,Wrong reading,"Reset power, flushing and check reading found matching with LT-31",13/02/2015
,13-HZ-051,,Install igniter,"Install the igniter and complete function check found ok, Assist operation to start up",13/02/2015
,13-FI-207,,Installation,Stopped by operation,13/02/2015
,13-LSHH-009,,False alarm,"Flushing, Clear float stuck and function check found ok. Note: operating temp is 70?C which is lower then design operating temp. 82?C",13/02/2015
